CAD CDW ID,CAD Event Number,General Offense Number,Event Clearance Code,Event Clearance Description,Event Clearance SubGroup,Event Clearance Group,Event Clearance Date,Hundred Block Location,District/Sector,Zone/Beat,Census Tract,Longitude,Latitude,Incident Location,Initial Type Description,Initial Type Subgroup,Initial Type Group,At Scene Time
128069,10000410033,2010410033,125,PROSTITUTION,VICE CALLS,PROSTITUTION,11/27/2010 12:38:00 AM,NULL,D,D1,7200.1022,-122.345010045,47.620897828,"(47.620897828, -122.345010045)",,,,
128266,10000410511,2010410511,125,PROSTITUTION,VICE CALLS,PROSTITUTION,11/27/2010 03:08:00 PM,44XX BLOCK OF LINDEN AVE N,J,J1,2700.5013,-122.348615242,47.661076294,"(47.661076294, -122.348615242)",,,,
128374,10000410826,2010410826,125,PROSTITUTION,VICE CALLS,PROSTITUTION,11/27/2010 07:54:00 PM,NULL,N,N3,1300.2007,-122.344616986,47.698532212,"(47.698532212, -122.344616986)",,,,
128505,10000410999,2010410999,125,PROSTITUTION,VICE CALLS,PROSTITUTION,11/27/2010 11:11:00 PM,XX BLOCK OF WARD ST,D,D1,7200.1032,-122.353417695,47.62798311,"(47.62798311, -122.353417695)",,,,
128616,10000410897,2010410897,125,PROSTITUTION,VICE CALLS,PROSTITUTION,11/27/2010 08:53:00 PM,XX BLOCK OF ALABAMA ST,N,N2,1800.2003,-122.409731264,47.658511056,"(47.658511056, -122.409731264)",,,,
129043,10000411722,2010411722,125,PROSTITUTION,VICE CALLS,PROSTITUTION,11/28/2010 05:22:00 PM,82XX BLOCK OF FREMONT AVE N,W,W1,9900.4046,-122.349908653,47.688749772,"(47.688749772, -122.349908653)",,,,
129151,10000411896,2010411896,125,PROSTITUTION,VICE CALLS,PROSTITUTION,11/28/2010 09:31:00 PM,90XX BLOCK OF 25TH AVE NW,O,O3,10900.1001,-122.388624682,47.69461611,"(47.69461611, -122.388624682)",,,,
129367,10000412057,2010412057,125,PROSTITUTION,VICE CALLS,PROSTITUTION,11/29/2010 02:23:00 AM,69XX BLOCK OF ELLIS AVE S,O,O3,10900.101,-122.320146067,47.540168482,"(47.540168482, -122.320146067)",,,,
130063,10000413133,2010413133,125,PROSTITUTION,VICE CALLS,PROSTITUTION,11/30/2010 01:50:00 AM,9XX BLOCK OF N 46TH ST,J,J3,5000.402,-122.34671212,47.662129237,"(47.662129237, -122.34671212)",,,,
130694,10000414104,2010414104,125,PROSTITUTION,VICE CALLS,PROSTITUTION,11/30/2010 09:40:00 PM,71XX BLOCK OF E MARGINAL WAY S,O,O3,10900.102,-122.321265343,47.539042332,"(47.539042332, -122.321265343)",,,,
130737,10000414242,2010414242,125,PROSTITUTION,VICE CALLS,PROSTITUTION,12/01/2010 12:05:00 AM,11XX BLOCK OF N 96TH ST,N,N3,1300.2007,-122.343967586,47.698531015,"(47.698531015, -122.343967586)",,,,
131089,10000414702,2010414702,125,PROSTITUTION,VICE CALLS,PROSTITUTION,12/01/2010 12:52:00 PM,NULL,N,N1,300.3019,-122.34503928,47.728674991,"(47.728674991, -122.34503928)",,,,
131735,10000415571,2010415571,125,PROSTITUTION,VICE CALLS,PROSTITUTION,12/02/2010 04:32:00 AM,NULL,J,J2,4900.1014,-122.3486329,47.660759735,"(47.660759735, -122.3486329)",,,,
132437,10000416714,2010416714,125,PROSTITUTION,VICE CALLS,PROSTITUTION,12/03/2010 12:09:00 AM,71XX BLOCK OF E MARGINAL WAY S,O,O3,10900.102,-122.321265343,47.539042332,"(47.539042332, -122.321265343)",,,,
132597,10000416858,2010416858,125,PROSTITUTION,VICE CALLS,PROSTITUTION,12/03/2010 04:12:00 AM,105XX BLOCK OF AURORA AVE N,N,N2,1300.4001,-122.344706419,47.705798568,"(47.705798568, -122.344706419)",,,,
133037,10000417726,2010417726,125,PROSTITUTION,VICE CALLS,PROSTITUTION,12/03/2010 07:47:00 PM,105XX BLOCK OF AURORA AVE N,N,N2,1300.4001,-122.344706419,47.705798568,"(47.705798568, -122.344706419)",,,,
133120,10000417905,2010417905,125,PROSTITUTION,VICE CALLS,PROSTITUTION,12/03/2010 10:36:00 PM,3XX BLOCK OF 8TH AVE N,D,D1,7200.1032,-122.341071371,47.621467609,"(47.621467609, -122.341071371)",,,,
133644,10000418154,2010418154,125,PROSTITUTION,VICE CALLS,PROSTITUTION,12/04/2010 04:26:00 AM,NULL,D,D1,7200.1039,-122.341090392,47.619713174,"(47.619713174, -122.341090392)",,,,
133768,10000417936,2010417936,125,PROSTITUTION,VICE CALLS,PROSTITUTION,12/04/2010 02:28:00 AM,11XX BLOCK OF N 100TH ST,N,N2,1300.3,-122.343304233,47.701426617,"(47.701426617, -122.343304233)",,,,
133871,10000418931,2010418931,125,PROSTITUTION,VICE CALLS,PROSTITUTION,12/04/2010 11:12:00 PM,1XX BLOCK OF DEXTER AVE N,D,D1,7200.1039,-122.342396783,47.619134888,"(47.619134888, -122.342396783)",,,,
133924,10000418967,2010418967,125,PROSTITUTION,VICE CALLS,PROSTITUTION,12/05/2010 12:02:00 AM,1XX BLOCK OF DEXTER AVE N,D,D1,7200.1039,-122.342396783,47.619134888,"(47.619134888, -122.342396783)",,,,
134504,10000419993,2010419993,125,PROSTITUTION,VICE CALLS,PROSTITUTION,12/06/2010 01:22:00 AM,117XX BLOCK OF AURORA AVE N,N,N1,600.3005,-122.344896103,47.717174471,"(47.717174471, -122.344896103)",,,,
134524,10000419996,2010419996,125,PROSTITUTION,VICE CALLS,PROSTITUTION,12/06/2010 12:31:00 AM,9XX BLOCK OF S BAILEY ST,O,O3,10900.2076,-122.320795035,47.547414553,"(47.547414553, -122.320795035)",,,,
134527,10000420000,2010420000,125,PROSTITUTION,VICE CALLS,PROSTITUTION,12/06/2010 01:03:00 AM,72XX BLOCK OF E MARGINAL WAY S,O,O3,10900.1001,-122.317892558,47.537087208,"(47.537087208, -122.317892558)",,,,
134626,10000420182,2010420182,125,PROSTITUTION,VICE CALLS,PROSTITUTION,12/06/2010 05:49:00 AM,7XX BLOCK OF HARRISON ST,D,D1,7200.1017,-122.34171893,47.622053522,"(47.622053522, -122.34171893)",,,,
135645,10000422339,2010422339,125,PROSTITUTION,VICE CALLS,PROSTITUTION,12/07/2010 11:15:00 PM,96XX BLOCK OF AURORA AVE N,N,N2,1300.3011,-122.344624169,47.699166567,"(47.699166567, -122.344624169)",,,,
135690,10000422330,2010422330,125,PROSTITUTION,VICE CALLS,PROSTITUTION,12/08/2010 03:42:00 AM,96XX BLOCK OF AURORA AVE N,N,N3,1300.2007,-122.344624169,47.699166567,"(47.699166567, -122.344624169)",,,,
136382,10000423934,2010423934,125,PROSTITUTION,VICE CALLS,PROSTITUTION,12/09/2010 10:44:00 AM,6XX BLOCK OF JOHN ST,D,D1,7200.1049,-122.344447922,47.619727881,"(47.619727881, -122.344447922)",,,,
136420,10000424054,2010424054,125,PROSTITUTION,VICE CALLS,PROSTITUTION,12/09/2010 11:35:00 AM,3XX BLOCK OF YESLER WAY,K,K2,8100.204,-122.32964292,47.601718209,"(47.601718209, -122.32964292)",,,,
136851,10000424702,2010424702,125,PROSTITUTION,VICE CALLS,PROSTITUTION,12/10/2010 02:13:00 AM,98XX BLOCK OF AURORA AVE N,N,N2,1300.301,-122.344645694,47.700977329,"(47.700977329, -122.344645694)",,,,
136965,10000425158,2010425158,125,PROSTITUTION,VICE CALLS,PROSTITUTION,12/10/2010 11:44:00 AM,90XX BLOCK OF AURORA AVE N,N,N2,1800.3011,-122.344569275,47.694547963,"(47.694547963, -122.344569275)",,,,
137491,10000426112,2010426112,125,PROSTITUTION,VICE CALLS,PROSTITUTION,12/11/2010 06:49:00 AM,130XX BLOCK OF AURORA AVE N,N,N1,600.1012,-122.344996836,47.725035552,"(47.725035552, -122.344996836)",,,,
137507,10000426136,2010426136,125,PROSTITUTION,VICE CALLS,PROSTITUTION,12/11/2010 04:37:00 AM,92XX BLOCK OF AURORA AVE N,N,N2,1800.3006,-122.344586495,47.695996751,"(47.695996751, -122.344586495)",,,,
137648,10000426503,2010426503,125,PROSTITUTION,VICE CALLS,PROSTITUTION,12/11/2010 02:08:00 PM,31XX BLOCK OF RAINIER AVE S,R,R1,9500.5019,-122.296494055,47.576184598,"(47.576184598, -122.296494055)",,,,
137935,10000427051,2010427051,125,PROSTITUTION,VICE CALLS,PROSTITUTION,12/12/2010 12:57:00 AM,22XX BLOCK OF WESTERN AVE,M,M1,8002.2001,-122.346722395,47.612326001,"(47.612326001, -122.346722395)",,,,
139008,10000429572,2010429572,125,PROSTITUTION,VICE CALLS,PROSTITUTION,12/14/2010 04:18:00 AM,3XX BLOCK OF 9TH AVE N,D,D1,7200.1033,-122.33976456,47.621462519,"(47.621462519, -122.33976456)",,,,
139009,10000429577,2010429577,125,PROSTITUTION,VICE CALLS,PROSTITUTION,12/14/2010 04:25:00 AM,1XX BLOCK OF DEXTER AVE N,D,D1,7200.1039,-122.342396783,47.619134888,"(47.619134888, -122.342396783)",,,,
139538,10000430596,2010430596,125,PROSTITUTION,VICE CALLS,PROSTITUTION,12/14/2010 10:28:00 PM,1XX BLOCK OF DEXTER AVE N,D,D1,7200.1039,-122.342396783,47.619134888,"(47.619134888, -122.342396783)",,,,
139601,10000430635,2010430635,125,PROSTITUTION,VICE CALLS,PROSTITUTION,12/15/2010 01:21:00 AM,41XX BLOCK OF AURORA AVE N,J,J3,5000.2011,-122.347329475,47.65719937,"(47.65719937, -122.347329475)",,,,
140158,10000431939,2010431939,125,PROSTITUTION,VICE CALLS,PROSTITUTION,12/16/2010 02:56:00 AM,102XX BLOCK OF AURORA AVE N,N,N2,1300.3,-122.344670445,47.703059535,"(47.703059535, -122.344670445)",,,,
141740,10000435541,2010435541,125,PROSTITUTION,VICE CALLS,PROSTITUTION,12/18/2010 11:26:00 PM,7XX BLOCK OF THOMAS ST,D,D1,7200.1031,-122.3417291,47.620886162,"(47.620886162, -122.3417291)",,,,
143352,10000438867,2010438867,125,PROSTITUTION,VICE CALLS,PROSTITUTION,12/21/2010 10:39:00 PM,130XX BLOCK OF AURORA AVE N,N,N1,600.1012,-122.344996836,47.725035552,"(47.725035552, -122.344996836)",,,,
144978,10000441938,2010441938,125,PROSTITUTION,VICE CALLS,PROSTITUTION,12/25/2010 01:23:00 AM,68XX BLOCK OF E MARGINAL WAY S,O,O3,10900.2074,-122.323996841,47.540700245,"(47.540700245, -122.323996841)",,,,
145289,10000442686,2010442686,125,PROSTITUTION,VICE CALLS,PROSTITUTION,12/26/2010 01:22:00 AM,4XX BLOCK OF 8TH AVE N,D,D1,7200.1016,-122.341060921,47.62263512,"(47.62263512, -122.341060921)",,,,
146993,10000446174,2010446174,125,PROSTITUTION,VICE CALLS,PROSTITUTION,12/29/2010 05:15:00 PM,8XX BLOCK OF HARRISON ST,D,D1,7200.1016,-122.34041326,47.622048703,"(47.622048703, -122.34041326)",,,,
147601,10000447382,2010447382,125,PROSTITUTION,VICE CALLS,PROSTITUTION,12/30/2010 09:05:00 PM,130XX BLOCK OF AURORA AVE N,N,N1,600.1012,-122.344996836,47.725035552,"(47.725035552, -122.344996836)",,,,
148856,11000001385,2011001385,125,PROSTITUTION,VICE CALLS,PROSTITUTION,01/02/2011 03:17:00 AM,145XX BLOCK OF AURORA AVE N,99,99,NULL,-122.345131909,47.735474433,"(47.735474433, -122.345131909)",,,,
155359,11000015349,2011015349,125,PROSTITUTION,VICE CALLS,PROSTITUTION,01/13/2011 09:44:00 PM,9XX BLOCK OF 1ST AVE S,K,K3,9300.2017,-122.334193864,47.593625482,"(47.593625482, -122.334193864)",,,,
158538,11000022117,2011022117,125,PROSTITUTION,VICE CALLS,PROSTITUTION,01/19/2011 02:57:00 PM,XX BLOCK OF BROADWAY,E,E3,8600.2004,-122.320749979,47.606340772,"(47.606340772, -122.320749979)",,,,
378373,11000209073,2011209073,125,PROSTITUTION,VICE CALLS,PROSTITUTION,06/29/2011 04:36:00 PM,37XX BLOCK OF S BRANDON ST,R,R3,10300.5016,-122.284400008,47.553426947,"(47.553426947, -122.284400008)",,,,
378440,11000209413,2011209413,125,PROSTITUTION,VICE CALLS,PROSTITUTION,06/29/2011 08:04:00 PM,98XX BLOCK OF AURORA AVE N,N,N2,1300.3010,-122.344645694,47.700977329,"(47.700977329, -122.344645694)",,,,
378634,11000209425,2011209425,125,PROSTITUTION,VICE CALLS,PROSTITUTION,06/29/2011 10:36:00 PM,N 93 ST / AURORA AV N,N,N2,1800.3001,-122.344594351,47.696358098,"(47.696358098, -122.344594351)",,,,
378800,11000209802,2011209802,125,PROSTITUTION,VICE CALLS,PROSTITUTION,06/30/2011 04:52:00 AM,3XX BLOCK OF 8TH AVE N,D,D1,7200.1032,-122.341071371,47.621467609,"(47.621467609, -122.341071371)",,,,
379210,11000210468,2011210468,125,PROSTITUTION,VICE CALLS,PROSTITUTION,06/30/2011 05:56:00 PM,N 137 ST / AURORA AV N,N,N1,300.3019,-122.34503928,47.728674991,"(47.728674991, -122.34503928)",,,,
379294,11000210755,2011210755,125,PROSTITUTION,VICE CALLS,PROSTITUTION,06/30/2011 10:46:00 PM,3XX BLOCK OF 8TH AVE N,D,D1,7200.1032,-122.341071371,47.621467609,"(47.621467609, -122.341071371)",,,,
379323,11000210785,2011210785,125,PROSTITUTION,VICE CALLS,PROSTITUTION,06/30/2011 11:29:00 PM,8XX BLOCK OF RAINIER AVE S,G,G2,9400.2006,-122.310948488,47.595115068,"(47.595115068, -122.310948488)",,,,
379326,11000210684,2011210684,125,PROSTITUTION,VICE CALLS,PROSTITUTION,06/30/2011 11:56:00 PM,10 AV S / S KING ST,E,E3,9100.1006,-122.319646612,47.598347147,"(47.598347147, -122.319646612)",,,,
379330,11000210717,2011210717,125,PROSTITUTION,VICE CALLS,PROSTITUTION,06/30/2011 10:05:00 PM,N 86 ST / AURORA AV N,N,N2,1800.2014,-122.344532099,47.691286204,"(47.691286204, -122.344532099)",,,,
379402,11000210774,2011210774,125,PROSTITUTION,VICE CALLS,PROSTITUTION,06/30/2011 11:07:00 PM,8XX BLOCK OF RAINIER AVE S,G,G2,9400.2006,-122.310948488,47.595115068,"(47.595115068, -122.310948488)",,,,
379418,11000210810,2011210810,125,PROSTITUTION,VICE CALLS,PROSTITUTION,06/30/2011 11:54:00 PM,8XX BLOCK OF RAINIER AVE S,G,G2,9400.2006,-122.310948488,47.595115068,"(47.595115068, -122.310948488)",,,,
379423,11000210748,2011210748,125,PROSTITUTION,VICE CALLS,PROSTITUTION,06/30/2011 10:34:00 PM,123XX BLOCK OF AURORA AVE N,N,N1,600.3005,-122.344896103,47.717174471,"(47.717174471, -122.344896103)",,,,
379433,11000210670,2011210670,125,PROSTITUTION,VICE CALLS,PROSTITUTION,06/30/2011 09:23:00 PM,7 AV S / S KING ST,K,K2,9100.1009,-122.323757274,47.598348206,"(47.598348206, -122.323757274)",,,,
379477,11000210827,2011210827,125,PROSTITUTION,VICE CALLS,PROSTITUTION,07/01/2011 12:56:00 AM,8XX BLOCK OF RAINIER AVE S,G,G2,9400.2006,-122.310948488,47.595115068,"(47.595115068, -122.310948488)",,,,
379482,11000210865,2011210865,125,PROSTITUTION,VICE CALLS,PROSTITUTION,07/01/2011 01:24:00 AM,8XX BLOCK OF RAINIER AVE S,G,G2,9400.2006,-122.310948488,47.595115068,"(47.595115068, -122.310948488)",,,,
379775,11000211234,2011211234,125,PROSTITUTION,VICE CALLS,PROSTITUTION,07/01/2011 11:33:00 AM,7 AV S / S KING ST,K,K2,9100.1009,-122.323757274,47.598348206,"(47.598348206, -122.323757274)",,,,
379993,11000211714,2011211714,125,PROSTITUTION,VICE CALLS,PROSTITUTION,07/01/2011 06:02:00 PM,26 AV S / S DEARBORN ST,G,G2,8900.4008,-122.29877939,47.595541356,"(47.595541356, -122.29877939)",,,,
380191,11000212073,2011212073,125,PROSTITUTION,VICE CALLS,PROSTITUTION,07/01/2011 11:28:00 PM,8 AV N / HARRISON ST,D,D1,7200.1016,-122.341068884,47.622049656,"(47.622049656, -122.341068884)",,,,
380402,11000212179,2011212179,125,PROSTITUTION,VICE CALLS,PROSTITUTION,07/02/2011 12:52:00 AM,122XX BLOCK OF AURORA AVE N,N,N1,600.3005,-122.344896103,47.717174471,"(47.717174471, -122.344896103)",,,,
380688,11000212672,2011212672,125,PROSTITUTION,VICE CALLS,PROSTITUTION,07/02/2011 12:40:00 PM,N 137 ST / AURORA AV N,N,N1,300.3019,-122.34503928,47.728674991,"(47.728674991, -122.34503928)",,,,
381084,11000213325,2011213325,125,PROSTITUTION,VICE CALLS,PROSTITUTION,07/02/2011 11:43:00 PM,2XX BLOCK OF DEXTER AVE N,D,D1,7200.1036,-122.342386722,47.620304003,"(47.620304003, -122.342386722)",,,,
383628,11000217286,2011217286,125,PROSTITUTION,VICE CALLS,PROSTITUTION,07/05/2011 04:45:00 PM,10 AV S / S WELLER ST,G,G2,9100.1006,-122.319646973,47.59750809,"(47.59750809, -122.319646973)",,,,
381452,11000213689,2011213689,125,PROSTITUTION,VICE CALLS,PROSTITUTION,07/03/2011 08:55:00 AM,132XX BLOCK OF AURORA AVE N,N,N1,401.1016,-122.344996836,47.725035552,"(47.725035552, -122.344996836)",,,,
1660471,16000032317,201632317,125,PROSTITUTION,VICE CALLS,PROSTITUTION,01/27/2016 09:14:15 PM,8XX BLOCK OF VIRGINIA ST,D,D2,7300.3022,-122.33617,47.616055,"(47.616055, -122.33617)",VICE - PROSTITUTION,OTHER VICE,VICE CALLS,01/27/2016 07:29:57 PM
381760,11000214032,2011214032,125,PROSTITUTION,VICE CALLS,PROSTITUTION,07/03/2011 06:23:00 PM,1XX BLOCK OF BATTERY ST,M,M1,8001.2005,-122.347383389,47.614476467,"(47.614476467, -122.347383389)",,,,
1660487,16000032290,201632290,125,PROSTITUTION,VICE CALLS,PROSTITUTION,01/27/2016 09:51:26 PM,14XX BLOCK OF 2 AV,M,M1,8100.3003,-122.33845,47.608788,"(47.608788, -122.33845)",VICE - PROSTITUTION,OTHER VICE,VICE CALLS,
383715,11000217415,2011217415,125,PROSTITUTION,VICE CALLS,PROSTITUTION,07/05/2011 08:15:00 PM,S COLUMBIAN WY / 15 AV S,R,R2,10000.3016,-122.3135024,47.564330509,"(47.564330509, -122.3135024)",,,,
383781,11000217505,2011217505,125,PROSTITUTION,VICE CALLS,PROSTITUTION,07/05/2011 08:03:00 PM,AURORA AV N / N 135 ST,N,N1,600.1011,-122.345018865,47.726857311,"(47.726857311, -122.345018865)",,,,
384461,11000218822,2011218822,125,PROSTITUTION,VICE CALLS,PROSTITUTION,07/06/2011 07:37:00 PM,8 AV N / HARRISON ST,D,D1,7200.1016,-122.341068884,47.622049656,"(47.622049656, -122.341068884)",,,,
385615,11000220126,2011220126,125,PROSTITUTION,VICE CALLS,PROSTITUTION,07/07/2011 08:42:00 PM,2XX BLOCK OF 8TH AVE N,D,D1,7200.1035,-122.341081505,47.620299299,"(47.620299299, -122.341081505)",,,,
385733,11000220402,2011220402,125,PROSTITUTION,VICE CALLS,PROSTITUTION,07/07/2011 11:11:00 PM,AIRPORT WY S / S PLUMMER ST,K,K3,9300.1001,-122.325072238,47.594157639,"(47.594157639, -122.325072238)",,,,
385754,11000220327,2011220327,125,PROSTITUTION,VICE CALLS,PROSTITUTION,07/07/2011 09:49:00 PM,7XX BLOCK OF S KING ST,K,K2,9100.2001,-122.304511913,47.598325553,"(47.598325553, -122.304511913)",,,,
385799,11000220498,2011220498,125,PROSTITUTION,VICE CALLS,PROSTITUTION,07/08/2011 02:00:00 AM,120XX BLOCK OF AURORA AVE N,N,N1,402.2005,-122.344896103,47.717174471,"(47.717174471, -122.344896103)",,,,
385816,11000220568,2011220568,125,PROSTITUTION,VICE CALLS,PROSTITUTION,07/08/2011 04:10:00 AM,10 AV S / S KING ST,E,E3,9100.1006,-122.319646612,47.598347147,"(47.598347147, -122.319646612)",,,,
386527,11000221538,2011221538,125,PROSTITUTION,VICE CALLS,PROSTITUTION,07/08/2011 10:28:00 PM,N 94 ST / AURORA AV N,N,N2,1800.3001,-122.344603223,47.697081871,"(47.697081871, -122.344603223)",,,,
386616,11000221556,2011221556,125,PROSTITUTION,VICE CALLS,PROSTITUTION,07/08/2011 10:51:00 PM,N 125 ST / AURORA AV N,N,N1,402.2003,-122.344940802,47.719570093,"(47.719570093, -122.344940802)",,,,
386623,11000221532,2011221532,125,PROSTITUTION,VICE CALLS,PROSTITUTION,07/08/2011 10:22:00 PM,125XX BLOCK OF AURORA AVE N,N,N1,600.3004,-122.344946834,47.720481995,"(47.720481995, -122.344946834)",,,,
387137,11000222489,2011222489,125,PROSTITUTION,VICE CALLS,PROSTITUTION,07/09/2011 07:04:00 PM,N 96 ST / AURORA AV N,N,N3,1300.2007,-122.344616986,47.698532212,"(47.698532212, -122.344616986)",,,,
387492,11000222837,2011222837,125,PROSTITUTION,VICE CALLS,PROSTITUTION,07/10/2011 12:31:00 AM,FAIRVIEW AV / DENNY WY,D,D2,7300.2004,-122.3342587,47.618514732,"(47.618514732, -122.3342587)",,,,
388568,11000224350,2011224350,125,PROSTITUTION,VICE CALLS,PROSTITUTION,07/11/2011 12:26:00 PM,2XX BLOCK OF YESLER WAY,K,K2,8100.2042,-122.331124149,47.601717571,"(47.601717571, -122.331124149)",,,,
388822,11000224695,2011224695,125,PROSTITUTION,VICE CALLS,PROSTITUTION,07/11/2011 05:23:00 PM,LINDEN AV N / N 137 ST,N,N1,401.1012,-122.347737904,47.728677576,"(47.728677576, -122.347737904)",,,,
388833,11000224840,2011224840,125,PROSTITUTION,VICE CALLS,PROSTITUTION,07/11/2011 07:51:00 PM,N 137 ST / AURORA AV N,N,N1,300.3019,-122.34503928,47.728674991,"(47.728674991, -122.34503928)",,,,
388970,11000225023,2011225023,125,PROSTITUTION,VICE CALLS,PROSTITUTION,07/11/2011 11:13:00 PM,N 94 ST / AURORA AV N,N,N2,1800.3001,-122.344603223,47.697081871,"(47.697081871, -122.344603223)",,,,
389085,11000225156,2011225156,125,PROSTITUTION,VICE CALLS,PROSTITUTION,07/12/2011 01:50:00 AM,6XX BLOCK OF DENNY WAY,D,D1,7200.1049,-122.344383851,47.618558149,"(47.618558149, -122.344383851)",,,,
389161,11000225308,2011225308,125,PROSTITUTION,VICE CALLS,PROSTITUTION,07/12/2011 07:40:00 AM,14XX BLOCK OF 1ST AVE,M,M3,8100.1009,-122.339559377,47.608324561,"(47.608324561, -122.339559377)",,,,
389896,11000226397,2011226397,125,PROSTITUTION,VICE CALLS,PROSTITUTION,07/13/2011 04:25:00 AM,8 AV / BELL ST,M,M2,7200.1042,-122.340498083,47.618026454,"(47.618026454, -122.340498083)",,,,
390168,11000226968,2011226968,125,PROSTITUTION,VICE CALLS,PROSTITUTION,07/13/2011 03:23:00 PM,N 125 ST / AURORA AV N,N,N1,402.2003,-122.344940802,47.719570093,"(47.719570093, -122.344940802)",,,,
390353,11000227193,2011227193,125,PROSTITUTION,VICE CALLS,PROSTITUTION,07/13/2011 07:16:00 PM,AURORA AV N / N 94 ST,N,N2,1800.3001,-122.344603223,47.697081871,"(47.697081871, -122.344603223)",,,,
390361,11000227016,2011227016,125,PROSTITUTION,VICE CALLS,PROSTITUTION,07/13/2011 04:09:00 PM,AURORA AV N / N 105 ST,N,N2,1300.4001,-122.344696924,47.705048909,"(47.705048909, -122.344696924)",,,,
391215,11000228463,2011228463,125,PROSTITUTION,VICE CALLS,PROSTITUTION,07/14/2011 09:47:00 PM,N 130 ST / AURORA AV N,N,N1,402.2000,-122.34497772,47.723210988,"(47.723210988, -122.34497772)",,,,
391266,11000228386,2011228386,125,PROSTITUTION,VICE CALLS,PROSTITUTION,07/14/2011 08:30:00 PM,N 130 ST / AURORA AV N,N,N1,402.2000,-122.34497772,47.723210988,"(47.723210988, -122.34497772)",,,,
391281,11000228418,2011228418,125,PROSTITUTION,VICE CALLS,PROSTITUTION,07/14/2011 09:26:00 PM,135XX BLOCK OF AURORA AVE N,N,N1,600.1011,-122.34502704,47.727768618,"(47.727768618, -122.34502704)",,,,
391339,11000228383,2011228383,125,PROSTITUTION,VICE CALLS,PROSTITUTION,07/14/2011 08:53:00 PM,135XX BLOCK OF AURORA AVE N,N,N1,600.1011,-122.34502704,47.727768618,"(47.727768618, -122.34502704)",,,,
391352,11000228495,2011228495,125,PROSTITUTION,VICE CALLS,PROSTITUTION,07/14/2011 10:32:00 PM,135XX BLOCK OF AURORA AVE N,N,N1,600.1011,-122.34502704,47.727768618,"(47.727768618, -122.34502704)",,,,
391411,11000228706,2011228706,125,PROSTITUTION,VICE CALLS,PROSTITUTION,07/15/2011 03:48:00 AM,5XX BLOCK OF S KING ST,K,K2,9100.2004,-122.304511913,47.598325553,"(47.598325553, -122.304511913)",,,,
391494,11000228761,2011228761,125,PROSTITUTION,VICE CALLS,PROSTITUTION,07/15/2011 05:02:00 AM,72XX BLOCK OF RAINIER AVE S,R,R3,11102.4004,-122.270506603,47.537959864,"(47.537959864, -122.270506603)",,,,
391582,11000228522,2011228522,125,PROSTITUTION,VICE CALLS,PROSTITUTION,07/15/2011 09:39:00 AM,N 130 ST / AURORA AV N,N,N1,402.2000,-122.34497772,47.723210988,"(47.723210988, -122.34497772)",,,,
391966,11000229385,2011229385,125,PROSTITUTION,VICE CALLS,PROSTITUTION,07/15/2011 08:04:00 PM,N 137 ST / AURORA AV N,N,N1,300.3019,-122.34503928,47.728674991,"(47.728674991, -122.34503928)",,,,
392377,11000230059,2011230059,125,PROSTITUTION,VICE CALLS,PROSTITUTION,07/16/2011 02:58:00 AM,N 125 ST / AURORA AV N,N,N1,402.2003,-122.344940802,47.719570093,"(47.719570093, -122.344940802)",,,,
392456,11000230074,2011230074,125,PROSTITUTION,VICE CALLS,PROSTITUTION,07/16/2011 03:15:00 AM,122XX BLOCK OF AURORA AVE N,N,N1,600.3005,-122.344896103,47.717174471,"(47.717174471, -122.344896103)",,,,
392568,11000230544,2011230544,125,PROSTITUTION,VICE CALLS,PROSTITUTION,07/16/2011 03:48:00 PM,HARRISON ST / 8 AV N,D,D1,7200.1016,-122.341068884,47.622049656,"(47.622049656, -122.341068884)",,,,
392578,11000230484,2011230484,125,PROSTITUTION,VICE CALLS,PROSTITUTION,07/16/2011 01:59:00 PM,PIKE ST / 2 AV,K,K1,8100.2010,-122.338906798,47.60928404,"(47.60928404, -122.338906798)",,,,
393358,11000232078,2011232078,125,PROSTITUTION,VICE CALLS,PROSTITUTION,07/18/2011 12:02:00 AM,131XX BLOCK OF AURORA AVE N,N,N1,600.1012,-122.344996836,47.725035552,"(47.725035552, -122.344996836)",,,,
394252,11000233026,2011233026,125,PROSTITUTION,VICE CALLS,PROSTITUTION,07/18/2011 07:56:00 PM,100XX BLOCK OF AURORA AVE N,N,N2,1300.3000,-122.344655381,47.701792105,"(47.701792105, -122.344655381)",,,,
394289,11000232917,2011232917,125,PROSTITUTION,VICE CALLS,PROSTITUTION,07/18/2011 05:29:00 PM,124XX BLOCK OF AURORA AVE N,N,N1,600.3005,-122.344896103,47.717174471,"(47.717174471, -122.344896103)",,,,
394676,11000233413,2011233413,125,PROSTITUTION,VICE CALLS,PROSTITUTION,07/19/2011 05:01:00 AM,8 AV N / THOMAS ST,D,D1,7200.1031,-122.341079638,47.620881414,"(47.620881414, -122.341079638)",,,,
395062,11000234307,2011234307,125,PROSTITUTION,VICE CALLS,PROSTITUTION,07/19/2011 09:31:00 PM,8 AV N / JOHN ST,D,D1,7200.1039,-122.341090392,47.619713174,"(47.619713174, -122.341090392)",,,,
395177,11000234861,2011234861,125,PROSTITUTION,VICE CALLS,PROSTITUTION,07/20/2011 11:07:00 AM,120XX BLOCK OF AURORA AVE N,N,N1,402.2005,-122.344896103,47.717174471,"(47.717174471, -122.344896103)",,,,
